Hybrid,Parent1,Parent2,train,test,vcf
W10004_0637/PHK76,W10004_0637,PHK76,TRUE,FALSE,TRUE
W10004_0637/PHP02,W10004_0637,PHP02,TRUE,FALSE,TRUE
W10004_0637/PHZ51,W10004_0637,PHZ51,TRUE,FALSE,TRUE
W10004_0639/PHK76,W10004_0639,PHK76,TRUE,FALSE,TRUE
W10004_0639/PHP02,W10004_0639,PHP02,TRUE,FALSE,TRUE
W10004_0639/PHZ51,W10004_0639,PHZ51,TRUE,FALSE,TRUE
W10004_0644/PHK76,W10004_0644,PHK76,TRUE,FALSE,TRUE
W10004_0644/PHP02,W10004_0644,PHP02,TRUE,FALSE,TRUE
W10004_0644/PHZ51,W10004_0644,PHZ51,TRUE,FALSE,TRUE
W10004_0645/PHK76,W10004_0645,PHK76,TRUE,FALSE,TRUE
W10004_0645/PHP02,W10004_0645,PHP02,TRUE,FALSE,TRUE
W10004_0645/PHZ51,W10004_0645,PHZ51,TRUE,FALSE,TRUE
W10004_0646/PHK76,W10004_0646,PHK76,TRUE,FALSE,TRUE
W10004_0646/PHP02,W10004_0646,PHP02,TRUE,FALSE,TRUE
W10004_0646/PHZ51,W10004_0646,PHZ51,TRUE,FALSE,TRUE
W10004_0649/PHK76,W10004_0649,PHK76,TRUE,FALSE,TRUE
W10004_0649/PHP02,W10004_0649,PHP02,TRUE,FALSE,TRUE
W10004_0649/PHZ51,W10004_0649,PHZ51,TRUE,FALSE,TRUE
W10004_0650/PHK76,W10004_0650,PHK76,TRUE,FALSE,TRUE
W10004_0650/PHP02,W10004_0650,PHP02,TRUE,FALSE,TRUE
W10004_0650/PHZ51,W10004_0650,PHZ51,TRUE,FALSE,TRUE
W10004_0651/PHK76,W10004_0651,PHK76,TRUE,FALSE,TRUE
W10004_0651/PHP02,W10004_0651,PHP02,TRUE,FALSE,TRUE
W10004_0651/PHZ51,W10004_0651,PHZ51,TRUE,FALSE,TRUE
W10004_0654/PHK76,W10004_0654,PHK76,TRUE,FALSE,TRUE
W10004_0654/PHP02,W10004_0654,PHP02,TRUE,FALSE,TRUE
W10004_0654/PHZ51,W10004_0654,PHZ51,TRUE,FALSE,TRUE
W10004_0658/PHK76,W10004_0658,PHK76,TRUE,FALSE,TRUE
W10004_0658/PHP02,W10004_0658,PHP02,TRUE,FALSE,TRUE
W10004_0658/PHZ51,W10004_0658,PHZ51,TRUE,FALSE,TRUE
W10004_0659/PHK76,W10004_0659,PHK76,TRUE,FALSE,TRUE
W10004_0659/PHP02,W10004_0659,PHP02,TRUE,FALSE,TRUE
W10004_0659/PHZ51,W10004_0659,PHZ51,TRUE,FALSE,TRUE
W10004_0661/PHK76,W10004_0661,PHK76,TRUE,FALSE,TRUE
W10004_0661/PHP02,W10004_0661,PHP02,TRUE,FALSE,TRUE
W10004_0661/PHZ51,W10004_0661,PHZ51,TRUE,FALSE,TRUE
W10004_0664/PHK76,W10004_0664,PHK76,TRUE,FALSE,TRUE
W10004_0664/PHP02,W10004_0664,PHP02,TRUE,FALSE,TRUE
W10004_0664/PHZ51,W10004_0664,PHZ51,TRUE,FALSE,TRUE
W10004_0665/PHZ51,W10004_0665,PHZ51,TRUE,FALSE,TRUE
W10004_0667/PHK76,W10004_0667,PHK76,TRUE,FALSE,TRUE
W10004_0667/PHP02,W10004_0667,PHP02,TRUE,FALSE,TRUE
W10004_0667/PHZ51,W10004_0667,PHZ51,TRUE,FALSE,TRUE
W10004_0669/PHK76,W10004_0669,PHK76,TRUE,FALSE,TRUE
W10004_0669/PHP02,W10004_0669,PHP02,TRUE,FALSE,TRUE
W10004_0669/PHZ51,W10004_0669,PHZ51,TRUE,FALSE,TRUE
W10004_0672/PHK76,W10004_0672,PHK76,TRUE,FALSE,TRUE
W10004_0672/PHP02,W10004_0672,PHP02,TRUE,FALSE,TRUE
W10004_0672/PHZ51,W10004_0672,PHZ51,TRUE,FALSE,TRUE
W10004_0673/PHK76,W10004_0673,PHK76,TRUE,FALSE,TRUE
W10004_0673/PHP02,W10004_0673,PHP02,TRUE,FALSE,TRUE
W10004_0673/PHZ51,W10004_0673,PHZ51,TRUE,FALSE,TRUE
W10004_0674/PHK76,W10004_0674,PHK76,TRUE,FALSE,TRUE
W10004_0674/PHP02,W10004_0674,PHP02,TRUE,FALSE,TRUE
W10004_0674/PHZ51,W10004_0674,PHZ51,TRUE,FALSE,TRUE
W10004_0675/PHK76,W10004_0675,PHK76,TRUE,FALSE,TRUE
W10004_0675/PHP02,W10004_0675,PHP02,TRUE,FALSE,TRUE
W10004_0675/PHZ51,W10004_0675,PHZ51,TRUE,FALSE,TRUE
W10004_0678/PHK76,W10004_0678,PHK76,TRUE,FALSE,TRUE
W10004_0678/PHP02,W10004_0678,PHP02,TRUE,FALSE,TRUE
W10004_0678/PHZ51,W10004_0678,PHZ51,TRUE,FALSE,TRUE
W10004_0680/PHK76,W10004_0680,PHK76,TRUE,FALSE,TRUE
W10004_0680/PHP02,W10004_0680,PHP02,TRUE,FALSE,TRUE
W10004_0680/PHZ51,W10004_0680,PHZ51,TRUE,FALSE,TRUE
W10004_0682/PHK76,W10004_0682,PHK76,TRUE,FALSE,TRUE
W10004_0682/PHP02,W10004_0682,PHP02,TRUE,FALSE,TRUE
W10004_0682/PHZ51,W10004_0682,PHZ51,TRUE,FALSE,TRUE
W10004_0684/PHK76,W10004_0684,PHK76,TRUE,FALSE,TRUE
W10004_0684/PHP02,W10004_0684,PHP02,TRUE,FALSE,TRUE
W10004_0684/PHZ51,W10004_0684,PHZ51,TRUE,FALSE,TRUE
W10004_0685/PHK76,W10004_0685,PHK76,TRUE,FALSE,TRUE
W10004_0685/PHP02,W10004_0685,PHP02,TRUE,FALSE,TRUE
W10004_0685/PHZ51,W10004_0685,PHZ51,TRUE,FALSE,TRUE
W10004_0687/PHK76,W10004_0687,PHK76,TRUE,FALSE,TRUE
W10004_0687/PHP02,W10004_0687,PHP02,TRUE,FALSE,TRUE
W10004_0687/PHZ51,W10004_0687,PHZ51,TRUE,FALSE,TRUE
W10004_0688/PHK76,W10004_0688,PHK76,TRUE,FALSE,TRUE
W10004_0688/PHP02,W10004_0688,PHP02,TRUE,FALSE,TRUE
W10004_0688/PHZ51,W10004_0688,PHZ51,TRUE,FALSE,TRUE
W10004_0689/PHK76,W10004_0689,PHK76,TRUE,FALSE,TRUE
W10004_0689/PHP02,W10004_0689,PHP02,TRUE,FALSE,TRUE
W10004_0689/PHZ51,W10004_0689,PHZ51,TRUE,FALSE,TRUE
W10004_0691/PHK76,W10004_0691,PHK76,TRUE,FALSE,TRUE
W10004_0691/PHP02,W10004_0691,PHP02,TRUE,FALSE,TRUE
W10004_0691/PHZ51,W10004_0691,PHZ51,TRUE,FALSE,TRUE
W10004_0695/PHK76,W10004_0695,PHK76,TRUE,FALSE,TRUE
W10004_0695/PHP02,W10004_0695,PHP02,TRUE,FALSE,TRUE
W10004_0695/PHZ51,W10004_0695,PHZ51,TRUE,FALSE,TRUE
W10004_0696/PHK76,W10004_0696,PHK76,TRUE,FALSE,TRUE
W10004_0696/PHP02,W10004_0696,PHP02,TRUE,FALSE,TRUE
W10004_0696/PHZ51,W10004_0696,PHZ51,TRUE,FALSE,TRUE
W10004_0697/PHK76,W10004_0697,PHK76,TRUE,FALSE,TRUE
W10004_0697/PHP02,W10004_0697,PHP02,TRUE,FALSE,TRUE
W10004_0697/PHZ51,W10004_0697,PHZ51,TRUE,FALSE,TRUE
W10004_0701/PHK76,W10004_0701,PHK76,TRUE,FALSE,TRUE
W10004_0701/PHP02,W10004_0701,PHP02,TRUE,FALSE,TRUE
W10004_0701/PHZ51,W10004_0701,PHZ51,TRUE,FALSE,TRUE
W10004_0702/PHK76,W10004_0702,PHK76,TRUE,FALSE,TRUE
W10004_0702/PHP02,W10004_0702,PHP02,TRUE,FALSE,TRUE
W10004_0702/PHZ51,W10004_0702,PHZ51,TRUE,FALSE,TRUE
W10004_0703/PHK76,W10004_0703,PHK76,TRUE,FALSE,TRUE
W10004_0703/PHP02,W10004_0703,PHP02,TRUE,FALSE,TRUE
W10004_0703/PHZ51,W10004_0703,PHZ51,TRUE,FALSE,TRUE
W10004_0704/PHK76,W10004_0704,PHK76,TRUE,FALSE,TRUE
W10004_0704/PHP02,W10004_0704,PHP02,TRUE,FALSE,TRUE
W10004_0704/PHZ51,W10004_0704,PHZ51,TRUE,FALSE,TRUE
W10004_0705/PHK76,W10004_0705,PHK76,TRUE,FALSE,TRUE
W10004_0705/PHP02,W10004_0705,PHP02,TRUE,FALSE,TRUE
W10004_0705/PHZ51,W10004_0705,PHZ51,TRUE,FALSE,TRUE
W10004_0707/PHK76,W10004_0707,PHK76,TRUE,FALSE,TRUE
W10004_0707/PHP02,W10004_0707,PHP02,TRUE,FALSE,TRUE
W10004_0707/PHZ51,W10004_0707,PHZ51,TRUE,FALSE,TRUE
W10004_0711/PHK76,W10004_0711,PHK76,TRUE,FALSE,TRUE
W10004_0711/PHP02,W10004_0711,PHP02,TRUE,FALSE,TRUE
W10004_0711/PHZ51,W10004_0711,PHZ51,TRUE,FALSE,TRUE
W10004_0712/PHK76,W10004_0712,PHK76,TRUE,FALSE,TRUE
W10004_0712/PHP02,W10004_0712,PHP02,TRUE,FALSE,TRUE
W10004_0712/PHZ51,W10004_0712,PHZ51,TRUE,FALSE,TRUE
W10004_0713/PHK76,W10004_0713,PHK76,TRUE,FALSE,TRUE
W10004_0713/PHP02,W10004_0713,PHP02,TRUE,FALSE,TRUE
W10004_0713/PHZ51,W10004_0713,PHZ51,TRUE,FALSE,TRUE
W10004_0714/PHK76,W10004_0714,PHK76,TRUE,FALSE,TRUE
W10004_0714/PHP02,W10004_0714,PHP02,TRUE,FALSE,TRUE
W10004_0714/PHZ51,W10004_0714,PHZ51,TRUE,FALSE,TRUE
W10004_0715/PHK76,W10004_0715,PHK76,TRUE,FALSE,TRUE
W10004_0715/PHP02,W10004_0715,PHP02,TRUE,FALSE,TRUE
W10004_0715/PHZ51,W10004_0715,PHZ51,TRUE,FALSE,TRUE
W10004_0717/PHK76,W10004_0717,PHK76,TRUE,FALSE,TRUE
W10004_0717/PHP02,W10004_0717,PHP02,TRUE,FALSE,TRUE
W10004_0717/PHZ51,W10004_0717,PHZ51,TRUE,FALSE,TRUE
W10004_0723/PHK76,W10004_0723,PHK76,TRUE,FALSE,TRUE
W10004_0723/PHP02,W10004_0723,PHP02,TRUE,FALSE,TRUE
W10004_0723/PHZ51,W10004_0723,PHZ51,TRUE,FALSE,TRUE
W10004_0727/PHK76,W10004_0727,PHK76,TRUE,FALSE,TRUE
W10004_0727/PHP02,W10004_0727,PHP02,TRUE,FALSE,TRUE
W10004_0727/PHZ51,W10004_0727,PHZ51,TRUE,FALSE,TRUE
W10004_0729/PHK76,W10004_0729,PHK76,TRUE,FALSE,TRUE
W10004_0729/PHP02,W10004_0729,PHP02,TRUE,FALSE,TRUE
W10004_0729/PHZ51,W10004_0729,PHZ51,TRUE,FALSE,TRUE
W10004_0732/PHK76,W10004_0732,PHK76,TRUE,FALSE,TRUE
W10004_0732/PHP02,W10004_0732,PHP02,TRUE,FALSE,TRUE
W10004_0732/PHZ51,W10004_0732,PHZ51,TRUE,FALSE,TRUE
W10004_0733/PHK76,W10004_0733,PHK76,TRUE,FALSE,TRUE
W10004_0733/PHP02,W10004_0733,PHP02,TRUE,FALSE,TRUE
W10004_0733/PHZ51,W10004_0733,PHZ51,TRUE,FALSE,TRUE
W10004_0734/PHK76,W10004_0734,PHK76,TRUE,FALSE,TRUE
W10004_0734/PHP02,W10004_0734,PHP02,TRUE,FALSE,TRUE
W10004_0734/PHZ51,W10004_0734,PHZ51,TRUE,FALSE,TRUE
W10004_0736/PHK76,W10004_0736,PHK76,TRUE,FALSE,TRUE
W10004_0736/PHP02,W10004_0736,PHP02,TRUE,FALSE,TRUE
W10004_0736/PHZ51,W10004_0736,PHZ51,TRUE,FALSE,TRUE
W10004_0737/PHZ51,W10004_0737,PHZ51,TRUE,FALSE,TRUE
W10004_0741/PHK76,W10004_0741,PHK76,TRUE,FALSE,TRUE
W10004_0741/PHP02,W10004_0741,PHP02,TRUE,FALSE,TRUE
W10004_0741/PHZ51,W10004_0741,PHZ51,TRUE,FALSE,TRUE
W10004_0745/PHK76,W10004_0745,PHK76,TRUE,FALSE,TRUE
W10004_0745/PHP02,W10004_0745,PHP02,TRUE,FALSE,TRUE
W10004_0745/PHZ51,W10004_0745,PHZ51,TRUE,FALSE,TRUE
W10004_0746/PHK76,W10004_0746,PHK76,TRUE,FALSE,TRUE
W10004_0746/PHP02,W10004_0746,PHP02,TRUE,FALSE,TRUE
W10004_0746/PHZ51,W10004_0746,PHZ51,TRUE,FALSE,TRUE
W10004_0747/PHK76,W10004_0747,PHK76,TRUE,FALSE,TRUE
W10004_0747/PHP02,W10004_0747,PHP02,TRUE,FALSE,TRUE
W10004_0747/PHZ51,W10004_0747,PHZ51,TRUE,FALSE,TRUE
W10004_0751/PHK76,W10004_0751,PHK76,TRUE,FALSE,TRUE
W10004_0751/PHP02,W10004_0751,PHP02,TRUE,FALSE,TRUE
W10004_0751/PHZ51,W10004_0751,PHZ51,TRUE,FALSE,TRUE
W10004_0754/PHK76,W10004_0754,PHK76,TRUE,FALSE,TRUE
W10004_0754/PHP02,W10004_0754,PHP02,TRUE,FALSE,TRUE
W10004_0754/PHZ51,W10004_0754,PHZ51,TRUE,FALSE,TRUE
W10004_0756/PHK76,W10004_0756,PHK76,TRUE,FALSE,TRUE
W10004_0756/PHP02,W10004_0756,PHP02,TRUE,FALSE,TRUE
W10004_0756/PHZ51,W10004_0756,PHZ51,TRUE,FALSE,TRUE
W10004_0757/PHK76,W10004_0757,PHK76,TRUE,FALSE,TRUE
W10004_0757/PHP02,W10004_0757,PHP02,TRUE,FALSE,TRUE
W10004_0757/PHZ51,W10004_0757,PHZ51,TRUE,FALSE,TRUE
W10004_0760/PHK76,W10004_0760,PHK76,TRUE,FALSE,TRUE
W10004_0760/PHP02,W10004_0760,PHP02,TRUE,FALSE,TRUE
W10004_0760/PHZ51,W10004_0760,PHZ51,TRUE,FALSE,TRUE
W10004_0768/PHK76,W10004_0768,PHK76,TRUE,FALSE,TRUE
W10004_0768/PHP02,W10004_0768,PHP02,TRUE,FALSE,TRUE
W10004_0768/PHZ51,W10004_0768,PHZ51,TRUE,FALSE,TRUE
W10004_0771/PHK76,W10004_0771,PHK76,TRUE,FALSE,TRUE
W10004_0771/PHP02,W10004_0771,PHP02,TRUE,FALSE,TRUE
W10004_0771/PHZ51,W10004_0771,PHZ51,TRUE,FALSE,TRUE
W10004_0773/PHK76,W10004_0773,PHK76,TRUE,FALSE,TRUE
W10004_0773/PHP02,W10004_0773,PHP02,TRUE,FALSE,TRUE
W10004_0773/PHZ51,W10004_0773,PHZ51,TRUE,FALSE,TRUE
W10004_0774/PHK76,W10004_0774,PHK76,TRUE,FALSE,TRUE
W10004_0774/PHP02,W10004_0774,PHP02,TRUE,FALSE,TRUE
W10004_0774/PHZ51,W10004_0774,PHZ51,TRUE,FALSE,TRUE
W10004_0775/PHK76,W10004_0775,PHK76,TRUE,FALSE,TRUE
W10004_0775/PHP02,W10004_0775,PHP02,TRUE,FALSE,TRUE
W10004_0775/PHZ51,W10004_0775,PHZ51,TRUE,FALSE,TRUE
W10004_0776/PHK76,W10004_0776,PHK76,TRUE,FALSE,TRUE
W10004_0776/PHP02,W10004_0776,PHP02,TRUE,FALSE,TRUE
W10004_0776/PHZ51,W10004_0776,PHZ51,TRUE,FALSE,TRUE
W10004_0779/PHK76,W10004_0779,PHK76,TRUE,FALSE,TRUE
W10004_0779/PHP02,W10004_0779,PHP02,TRUE,FALSE,TRUE
W10004_0779/PHZ51,W10004_0779,PHZ51,TRUE,FALSE,TRUE
W10004_0781/PHK76,W10004_0781,PHK76,TRUE,FALSE,TRUE
W10004_0781/PHP02,W10004_0781,PHP02,TRUE,FALSE,TRUE
W10004_0781/PHZ51,W10004_0781,PHZ51,TRUE,FALSE,TRUE
W10004_0782/PHK76,W10004_0782,PHK76,TRUE,FALSE,TRUE
W10004_0782/PHP02,W10004_0782,PHP02,TRUE,FALSE,TRUE
W10004_0782/PHZ51,W10004_0782,PHZ51,TRUE,FALSE,TRUE
W10004_0783/PHK76,W10004_0783,PHK76,TRUE,FALSE,TRUE
W10004_0783/PHP02,W10004_0783,PHP02,TRUE,FALSE,TRUE
W10004_0783/PHZ51,W10004_0783,PHZ51,TRUE,FALSE,TRUE
W10004_0784/PHK76,W10004_0784,PHK76,TRUE,FALSE,TRUE
W10004_0784/PHP02,W10004_0784,PHP02,TRUE,FALSE,TRUE
W10004_0784/PHZ51,W10004_0784,PHZ51,TRUE,FALSE,TRUE
W10004_0787/PHK76,W10004_0787,PHK76,TRUE,FALSE,TRUE
W10004_0787/PHP02,W10004_0787,PHP02,TRUE,FALSE,TRUE
W10004_0787/PHZ51,W10004_0787,PHZ51,TRUE,FALSE,TRUE
W10004_0789/PHK76,W10004_0789,PHK76,TRUE,FALSE,TRUE
W10004_0789/PHP02,W10004_0789,PHP02,TRUE,FALSE,TRUE
W10004_0789/PHZ51,W10004_0789,PHZ51,TRUE,FALSE,TRUE
W10004_0792/PHK76,W10004_0792,PHK76,TRUE,FALSE,TRUE
W10004_0792/PHP02,W10004_0792,PHP02,TRUE,FALSE,TRUE
W10004_0792/PHZ51,W10004_0792,PHZ51,TRUE,FALSE,TRUE
W10004_0794/PHK76,W10004_0794,PHK76,TRUE,FALSE,TRUE
W10004_0794/PHP02,W10004_0794,PHP02,TRUE,FALSE,TRUE
W10004_0794/PHZ51,W10004_0794,PHZ51,TRUE,FALSE,TRUE
W10004_0795/PHK76,W10004_0795,PHK76,TRUE,FALSE,TRUE
W10004_0795/PHP02,W10004_0795,PHP02,TRUE,FALSE,TRUE
W10004_0795/PHZ51,W10004_0795,PHZ51,TRUE,FALSE,TRUE
W10004_0798/PHK76,W10004_0798,PHK76,TRUE,FALSE,TRUE
W10004_0798/PHP02,W10004_0798,PHP02,TRUE,FALSE,TRUE
W10004_0798/PHZ51,W10004_0798,PHZ51,TRUE,FALSE,TRUE
W10004_0799/PHK76,W10004_0799,PHK76,TRUE,FALSE,TRUE
W10004_0799/PHP02,W10004_0799,PHP02,TRUE,FALSE,TRUE
W10004_0799/PHZ51,W10004_0799,PHZ51,TRUE,FALSE,TRUE
W10004_0800/PHK76,W10004_0800,PHK76,TRUE,FALSE,TRUE
W10004_0800/PHP02,W10004_0800,PHP02,TRUE,FALSE,TRUE
W10004_0800/PHZ51,W10004_0800,PHZ51,TRUE,FALSE,TRUE
W10004_0801/PHK76,W10004_0801,PHK76,TRUE,FALSE,TRUE
W10004_0801/PHP02,W10004_0801,PHP02,TRUE,FALSE,TRUE
W10004_0801/PHZ51,W10004_0801,PHZ51,TRUE,FALSE,TRUE
W10004_0802/PHK76,W10004_0802,PHK76,TRUE,FALSE,TRUE
W10004_0802/PHP02,W10004_0802,PHP02,TRUE,FALSE,TRUE
W10004_0802/PHZ51,W10004_0802,PHZ51,TRUE,FALSE,TRUE
W10004_0803/PHK76,W10004_0803,PHK76,TRUE,FALSE,TRUE
W10004_0803/PHP02,W10004_0803,PHP02,TRUE,FALSE,TRUE
W10004_0803/PHZ51,W10004_0803,PHZ51,TRUE,FALSE,TRUE
W10004_0806/PHK76,W10004_0806,PHK76,TRUE,FALSE,TRUE
W10004_0806/PHP02,W10004_0806,PHP02,TRUE,FALSE,TRUE
W10004_0806/PHZ51,W10004_0806,PHZ51,TRUE,FALSE,TRUE
W10004_0807/PHK76,W10004_0807,PHK76,TRUE,FALSE,TRUE
W10004_0807/PHP02,W10004_0807,PHP02,TRUE,FALSE,TRUE
W10004_0807/PHZ51,W10004_0807,PHZ51,TRUE,FALSE,TRUE
W10004_0812/PHK76,W10004_0812,PHK76,TRUE,FALSE,TRUE
W10004_0812/PHP02,W10004_0812,PHP02,TRUE,FALSE,TRUE
W10004_0812/PHZ51,W10004_0812,PHZ51,TRUE,FALSE,TRUE
W10004_0814/PHK76,W10004_0814,PHK76,TRUE,FALSE,TRUE
W10004_0814/PHP02,W10004_0814,PHP02,TRUE,FALSE,TRUE
W10004_0814/PHZ51,W10004_0814,PHZ51,TRUE,FALSE,TRUE
W10004_0815/PHK76,W10004_0815,PHK76,TRUE,FALSE,TRUE
W10004_0815/PHP02,W10004_0815,PHP02,TRUE,FALSE,TRUE
W10004_0815/PHZ51,W10004_0815,PHZ51,TRUE,FALSE,TRUE
W10004_0818/PHK76,W10004_0818,PHK76,TRUE,FALSE,TRUE
W10004_0818/PHP02,W10004_0818,PHP02,TRUE,FALSE,TRUE
W10004_0818/PHZ51,W10004_0818,PHZ51,TRUE,FALSE,TRUE
W10004_0819/PHK76,W10004_0819,PHK76,TRUE,FALSE,TRUE
W10004_0819/PHP02,W10004_0819,PHP02,TRUE,FALSE,TRUE
W10004_0819/PHZ51,W10004_0819,PHZ51,TRUE,FALSE,TRUE
W10004_0820/PHK76,W10004_0820,PHK76,TRUE,FALSE,TRUE
W10004_0820/PHP02,W10004_0820,PHP02,TRUE,FALSE,TRUE
W10004_0820/PHZ51,W10004_0820,PHZ51,TRUE,FALSE,TRUE
W10004_0822/PHK76,W10004_0822,PHK76,TRUE,FALSE,TRUE
W10004_0822/PHP02,W10004_0822,PHP02,TRUE,FALSE,TRUE
W10004_0822/PHZ51,W10004_0822,PHZ51,TRUE,FALSE,TRUE
W10004_0823/PHK76,W10004_0823,PHK76,TRUE,FALSE,TRUE
W10004_0823/PHP02,W10004_0823,PHP02,TRUE,FALSE,TRUE
W10004_0823/PHZ51,W10004_0823,PHZ51,TRUE,FALSE,TRUE
W10004_0826/PHK76,W10004_0826,PHK76,TRUE,FALSE,TRUE
W10004_0826/PHP02,W10004_0826,PHP02,TRUE,FALSE,TRUE
W10004_0826/PHZ51,W10004_0826,PHZ51,TRUE,FALSE,TRUE
W10004_0827/PHK76,W10004_0827,PHK76,TRUE,FALSE,TRUE
W10004_0827/PHP02,W10004_0827,PHP02,TRUE,FALSE,TRUE
W10004_0827/PHZ51,W10004_0827,PHZ51,TRUE,FALSE,TRUE
W10004_0828/PHK76,W10004_0828,PHK76,TRUE,FALSE,TRUE
W10004_0828/PHP02,W10004_0828,PHP02,TRUE,FALSE,TRUE
W10004_0828/PHZ51,W10004_0828,PHZ51,TRUE,FALSE,TRUE
W10004_0830/PHK76,W10004_0830,PHK76,TRUE,FALSE,TRUE
W10004_0830/PHP02,W10004_0830,PHP02,TRUE,FALSE,TRUE
W10004_0830/PHZ51,W10004_0830,PHZ51,TRUE,FALSE,TRUE
W10004_0832/PHK76,W10004_0832,PHK76,TRUE,FALSE,TRUE
W10004_0832/PHP02,W10004_0832,PHP02,TRUE,FALSE,TRUE
W10004_0832/PHZ51,W10004_0832,PHZ51,TRUE,FALSE,TRUE
W10004_0833/PHK76,W10004_0833,PHK76,TRUE,FALSE,TRUE
W10004_0833/PHP02,W10004_0833,PHP02,TRUE,FALSE,TRUE
W10004_0833/PHZ51,W10004_0833,PHZ51,TRUE,FALSE,TRUE
W10004_0834/PHK76,W10004_0834,PHK76,TRUE,FALSE,TRUE
W10004_0834/PHP02,W10004_0834,PHP02,TRUE,FALSE,TRUE
W10004_0834/PHZ51,W10004_0834,PHZ51,TRUE,FALSE,TRUE
W10004_0836/PHK76,W10004_0836,PHK76,TRUE,FALSE,TRUE
W10004_0836/PHP02,W10004_0836,PHP02,TRUE,FALSE,TRUE
W10004_0836/PHZ51,W10004_0836,PHZ51,TRUE,FALSE,TRUE
W10004_0837/PHK76,W10004_0837,PHK76,TRUE,FALSE,TRUE
W10004_0837/PHP02,W10004_0837,PHP02,TRUE,FALSE,TRUE
W10004_0837/PHZ51,W10004_0837,PHZ51,TRUE,FALSE,TRUE
W10004_0840/PHK76,W10004_0840,PHK76,TRUE,FALSE,TRUE
W10004_0840/PHP02,W10004_0840,PHP02,TRUE,FALSE,TRUE
W10004_0840/PHZ51,W10004_0840,PHZ51,TRUE,FALSE,TRUE
W10004_0842/PHK76,W10004_0842,PHK76,TRUE,FALSE,TRUE
W10004_0842/PHP02,W10004_0842,PHP02,TRUE,FALSE,TRUE
W10004_0842/PHZ51,W10004_0842,PHZ51,TRUE,FALSE,TRUE
W10004_0843/PHK76,W10004_0843,PHK76,TRUE,FALSE,TRUE
W10004_0843/PHP02,W10004_0843,PHP02,TRUE,FALSE,TRUE
W10004_0843/PHZ51,W10004_0843,PHZ51,TRUE,FALSE,TRUE
W10004_0844/PHK76,W10004_0844,PHK76,TRUE,FALSE,TRUE
W10004_0844/PHP02,W10004_0844,PHP02,TRUE,FALSE,TRUE
W10004_0844/PHZ51,W10004_0844,PHZ51,TRUE,FALSE,TRUE
W10004_0847/PHK76,W10004_0847,PHK76,TRUE,FALSE,TRUE
W10004_0847/PHP02,W10004_0847,PHP02,TRUE,FALSE,TRUE
W10004_0847/PHZ51,W10004_0847,PHZ51,TRUE,FALSE,TRUE
W10004_0848/PHK76,W10004_0848,PHK76,TRUE,FALSE,TRUE
W10004_0848/PHP02,W10004_0848,PHP02,TRUE,FALSE,TRUE
W10004_0848/PHZ51,W10004_0848,PHZ51,TRUE,FALSE,TRUE
W10004_0851/PHK76,W10004_0851,PHK76,TRUE,FALSE,TRUE
W10004_0851/PHP02,W10004_0851,PHP02,TRUE,FALSE,TRUE
W10004_0851/PHZ51,W10004_0851,PHZ51,TRUE,FALSE,TRUE
W10004_0852/PHK76,W10004_0852,PHK76,TRUE,FALSE,TRUE
W10004_0852/PHP02,W10004_0852,PHP02,TRUE,FALSE,TRUE
W10004_0852/PHZ51,W10004_0852,PHZ51,TRUE,FALSE,TRUE
W10004_0856/PHK76,W10004_0856,PHK76,TRUE,FALSE,TRUE
W10004_0856/PHP02,W10004_0856,PHP02,TRUE,FALSE,TRUE
W10004_0856/PHZ51,W10004_0856,PHZ51,TRUE,FALSE,TRUE
W10004_0858/PHK76,W10004_0858,PHK76,TRUE,FALSE,TRUE
W10004_0858/PHP02,W10004_0858,PHP02,TRUE,FALSE,TRUE
W10004_0858/PHZ51,W10004_0858,PHZ51,TRUE,FALSE,TRUE
W10004_0859/PHK76,W10004_0859,PHK76,TRUE,FALSE,TRUE
W10004_0859/PHP02,W10004_0859,PHP02,TRUE,FALSE,TRUE
W10004_0859/PHZ51,W10004_0859,PHZ51,TRUE,FALSE,TRUE
W10004_0866/PHK76,W10004_0866,PHK76,TRUE,FALSE,TRUE
W10004_0866/PHP02,W10004_0866,PHP02,TRUE,FALSE,TRUE
W10004_0866/PHZ51,W10004_0866,PHZ51,TRUE,FALSE,TRUE
W10004_0868/PHK76,W10004_0868,PHK76,TRUE,FALSE,TRUE
W10004_0868/PHP02,W10004_0868,PHP02,TRUE,FALSE,TRUE
W10004_0868/PHZ51,W10004_0868,PHZ51,TRUE,FALSE,TRUE
W10004_0869/PHK76,W10004_0869,PHK76,TRUE,FALSE,TRUE
W10004_0869/PHP02,W10004_0869,PHP02,TRUE,FALSE,TRUE
W10004_0869/PHZ51,W10004_0869,PHZ51,TRUE,FALSE,TRUE
W10004_0876/PHK76,W10004_0876,PHK76,TRUE,FALSE,TRUE
W10004_0876/PHP02,W10004_0876,PHP02,TRUE,FALSE,TRUE
W10004_0876/PHZ51,W10004_0876,PHZ51,TRUE,FALSE,TRUE
W10004_0877/PHK76,W10004_0877,PHK76,TRUE,FALSE,TRUE
W10004_0877/PHP02,W10004_0877,PHP02,TRUE,FALSE,TRUE
W10004_0877/PHZ51,W10004_0877,PHZ51,TRUE,FALSE,TRUE
W10004_0879/PHK76,W10004_0879,PHK76,TRUE,FALSE,TRUE
W10004_0879/PHP02,W10004_0879,PHP02,TRUE,FALSE,TRUE
